20017001 1990.143917 31.8660 64.2940  254  252.0783 18.5000 4.8340 36.5480  -9.9900 0.3810 0.0210    0.2400
20017001 1990.143917 31.8660 64.2940  256  254.0619 18.4870 4.8326 36.5470  -9.9900 0.3810 0.0210    0.2400
20017001 1990.143917 31.8660 64.2940  258  256.0455 18.4790 4.8318 36.5470  -9.9900 0.3810 0.0200    0.2400
20017001 1990.143917 31.8660 64.2940  260  258.0291 18.4680 4.8305 36.5450  -9.9900 0.3810 0.0160    0.2400
20017001 1990.143917 31.8660 64.2940  262  260.0127 18.4570 4.8293 36.5440  -9.9900 0.3810 0.0190    0.2400
20017001 1990.143917 31.8660 64.2940  264  261.9963 18.4500 4.8286 36.5430  -9.9900 0.3810 0.0180    0.2400
20017001 1990.143917 31.8660 64.2940  266  263.9798 18.4450 4.8282 36.5430  -9.9900 0.3810 0.0130    0.2400
20017001 1990.143917 31.8660 64.2940  268  265.9634 18.4320 4.8268 36.5420  -9.9900 0.3810 0.0170    0.2400
20017001 1990.143917 31.8660 64.2940  270  267.9469 18.4220 4.8258 36.5420  -9.9900 0.3810 0.0180    0.2400
20017001 1990.143917 31.8660 64.2940  272  269.9304 18.4160 4.8252 36.5410  -9.9900 0.3810 0.0170    0.2400
20017001 1990.143917 31.8660 64.2940  274  271.9138 18.4070 4.8243 36.5410  -9.9900 0.3810 0.0180    0.2400
20017001 1990.143917 31.8660 64.2940  276  273.8973 18.3920 4.8227 36.5400  -9.9900 0.3810 0.0170    0.2400
20017001 1990.143917 31.8660 64.2940  278  275.8807 18.3690 4.8202 36.5380  -9.9900 0.3810 0.0180    0.2400
20017001 1990.143917 31.8660 64.2940  280  277.8641 18.3470 4.8177 36.5360  -9.9900 0.3810 0.0170    0.2300
20017001 1990.143917 31.8660 64.2940  282  279.8475 18.3320 4.8160 36.5340  -9.9900 0.3810 0.0170    0.2300
20017001 1990.143917 31.8660 64.2940  284  281.8309 18.3230 4.8152 36.5340  -9.9900 0.3810 0.0190    0.2300
20017001 1990.143917 31.8660 64.2940  286  283.8142 18.3130 4.8142 36.5340  -9.9900 0.3810 0.0230    0.2300
20017001 1990.143917 31.8660 64.2940  288  285.7976 18.3010 4.8127 36.5310  -9.9900 0.3810 0.0160    0.2300
20017001 1990.143917 31.8660 64.2940  290  287.7809 18.2870 4.8112 36.5300  -9.9900 0.3810 0.0170    0.2300
20017001 1990.143917 31.8660 64.2940  292  289.7642 18.2790 4.8105 36.5300  -9.9900 0.3810 0.0190    0.2300
20017001 1990.143917 31.8660 64.2940  294  291.7475 18.2750 4.8100 36.5290  -9.9900 0.3810 0.0180    0.2300
20017001 1990.143917 31.8660 64.2940  296  293.7307 18.2670 4.8092 36.5280  -9.9900 0.3810 0.0170    0.2300
20017001 1990.143917 31.8660 64.2940  298  295.7140 18.2410 4.8063 36.5260  -9.9900 0.3800 0.0200    0.2200
20017001 1990.143917 31.8660 64.2940  300  297.6972 18.2280 4.8049 36.5250  -9.9900 0.3810 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  302  299.6804 18.2150 4.8035 36.5240  -9.9900 0.3810 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  304  301.6636 18.2040 4.8024 36.5230  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  306  303.6467 18.1960 4.8016 36.5230  -9.9900 0.3810 0.0180    0.2000
20017001 1990.143917 31.8660 64.2940  308  305.6299 18.1810 4.7999 36.5210  -9.9900 0.3800 0.0180    0.2000
20017001 1990.143917 31.8660 64.2940  310  307.6130 18.1610 4.7976 36.5180  -9.9900 0.3810 0.0160    0.2000
20017001 1990.143917 31.8660 64.2940  312  309.5961 18.1320 4.7945 36.5170  -9.9900 0.3800 0.0180    0.2000
20017001 1990.143917 31.8660 64.2940  314  311.5792 18.1090 4.7919 36.5140  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  316  313.5622 18.0940 4.7900 36.5110  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  318  315.5453 18.0840 4.7890 36.5100  -9.9900 0.3790 0.0190    0.2000
20017001 1990.143917 31.8660 64.2940  320  317.5283 18.0720 4.7875 36.5070  -9.9900 0.3800 0.0180    0.2000
20017001 1990.143917 31.8660 64.2940  322  319.5113 18.0580 4.7860 36.5060  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  324  321.4943 18.0380 4.7839 36.5050  -9.9900 0.3790 0.0170    0.2100
20017001 1990.143917 31.8660 64.2940  326  323.4773 18.0150 4.7813 36.5030  -9.9900 0.3800 0.0140    0.2100
20017001 1990.143917 31.8660 64.2940  328  325.4602 18.0020 4.7800 36.5020  -9.9900 0.3800 0.0150    0.2100
20017001 1990.143917 31.8660 64.2940  330  327.4432 17.9890 4.7786 36.5010  -9.9900 0.3810 0.0150    0.2100
20017001 1990.143917 31.8660 64.2940  332  329.4261 17.9680 4.7762 36.4990  -9.9900 0.3810 0.0160    0.2100
20017001 1990.143917 31.8660 64.2940  334  331.4090 17.9540 4.7748 36.4980  -9.9900 0.3800 0.0170    0.2100
20017001 1990.143917 31.8660 64.2940  336  333.3919 17.9490 4.7744 36.4990  -9.9900 0.3800 0.0170    0.2100
20017001 1990.143917 31.8660 64.2940  338  335.3747 17.9470 4.7744 36.5000  -9.9900 0.3800 0.0150    0.2100
20017001 1990.143917 31.8660 64.2940  340  337.3576 17.9370 4.7734 36.4990  -9.9900 0.3800 0.0150    0.2100
20017001 1990.143917 31.8660 64.2940  342  339.3404 17.9330 4.7731 36.4990  -9.9900 0.3800 0.0160    0.2100
20017001 1990.143917 31.8660 64.2940  344  341.3232 17.9230 4.7719 36.4970  -9.9900 0.3800 0.0190    0.2100
