ID,crn,julian,press,theta,sigma,temp,sal,oxy,xmiss,fluor,nit
8360,85,3203,154,21.2821,24.465,21.3119,35.0609,198.4,NaN,0.3942,NaN
8361,85,3203,156,21.2005,24.487,21.2306,35.061,197.7,NaN,0.371,NaN
8362,85,3203,158,21.1045,24.514,21.1348,35.0618,197.5,NaN,0.3476,NaN
8363,85,3203,160,21.0063,24.541,21.037,35.062,196.3,NaN,0.3286,NaN
8364,85,3203,162,20.9225,24.563,20.9534,35.0616,195.7,NaN,0.308,NaN
8365,85,3203,164,20.8366,24.589,20.8679,35.0647,195.7,NaN,0.2855,NaN
8366,85,3203,166,20.7562,24.61,20.7877,35.0641,194.8,NaN,0.2631,NaN
8367,85,3203,168,20.6761,24.631,20.7079,35.0625,194.5,NaN,0.2462,NaN
8368,85,3203,170,20.5874,24.652,20.6195,35.0596,194,NaN,0.2292,NaN
8369,85,3203,172,20.4958,24.676,20.5282,35.0586,193.9,NaN,0.2139,NaN
8370,85,3203,174,20.4032,24.699,20.4358,35.0565,194.2,NaN,0.202,NaN
8371,85,3203,176,20.3426,24.714,20.3756,35.0553,194,NaN,0.1906,NaN
8372,85,3203,178,20.2658,24.734,20.2991,35.054,194.6,NaN,0.1827,NaN
8373,85,3203,180,20.1907,24.75,20.2242,35.0492,194.5,NaN,0.1722,NaN
8374,85,3203,182,20.0999,24.77,20.1337,35.0436,194.6,NaN,0.1677,NaN
8375,85,3203,184,20.0411,24.784,20.0752,35.041,194.6,NaN,0.1601,NaN
8376,85,3203,186,19.9673,24.8,20.0017,35.0378,194.4,NaN,0.1519,NaN
8377,85,3203,188,19.8687,24.823,19.9033,35.033,194.2,NaN,0.1417,NaN
8378,85,3203,190,19.7849,24.842,19.8198,35.029,193.5,NaN,0.1327,NaN
8379,85,3203,192,19.706,24.859,19.7412,35.0246,192.9,NaN,0.1268,NaN
8380,85,3203,194,19.6049,24.88,19.6403,35.0174,192.8,NaN,0.1241,NaN
8381,85,3203,196,19.4985,24.901,19.5341,35.0087,192.7,NaN,0.1196,NaN
8382,85,3203,198,19.4036,24.92,19.4395,35.0017,191.8,NaN,0.1135,NaN
8383,85,3203,200,19.3193,24.938,19.3554,34.9962,191.7,NaN,0.1094,NaN
8384,86,3227,0,25.834,23.171,25.834,35.1108,206.2,NaN,0.0849,NaN
8385,86,3227,2,25.8876,23.157,25.888,35.1153,206.4,NaN,0.0659,NaN
8386,86,3227,4,25.8868,23.158,25.8877,35.1165,206.5,NaN,0.0633,NaN
8387,86,3227,6,25.8844,23.158,25.8858,35.1154,206.7,NaN,0.0613,NaN
8388,86,3227,8,25.8834,23.159,25.8852,35.1154,206.8,NaN,0.0629,NaN
8389,86,3227,10,25.8832,23.159,25.8854,35.1154,206.8,NaN,0.0638,NaN
8390,86,3227,12,25.8786,23.161,25.8813,35.1169,206.8,NaN,0.0608,NaN
8391,86,3227,14,25.8737,23.162,25.8768,35.1153,206.9,NaN,0.0654,NaN
8392,86,3227,16,25.87,23.164,25.8736,35.1165,207,NaN,0.0663,NaN
8393,86,3227,18,25.8663,23.164,25.8703,35.1155,207.1,NaN,0.0697,NaN
8394,86,3227,20,25.862,23.165,25.8665,35.1155,207.1,NaN,0.0703,NaN
8395,86,3227,22,25.858,23.168,25.8629,35.1169,207.1,NaN,0.0727,NaN
8396,86,3227,24,25.8527,23.168,25.858,35.1155,207.1,NaN,0.0745,NaN
8397,86,3227,26,25.8499,23.169,25.8557,35.1155,207.1,NaN,0.0778,NaN
8398,86,3227,28,25.8444,23.171,25.8506,35.1155,207.1,NaN,0.078,NaN
8399,86,3227,30,25.8426,23.171,25.8493,35.1155,207.1,NaN,0.0796,NaN
8400,86,3227,32,25.8381,23.173,25.8452,35.1156,207.1,NaN,0.0822,NaN
8401,86,3227,34,25.8325,23.175,25.8401,35.1156,207.1,NaN,0.0842,NaN
8402,86,3227,36,25.8313,23.176,25.8393,35.117,207.2,NaN,0.0876,NaN
8403,86,3227,38,25.8265,23.176,25.8349,35.1153,207.2,NaN,0.0931,NaN
8404,86,3227,40,25.8113,23.18,25.8202,35.1146,207.4,NaN,0.0978,NaN
8405,86,3227,42,25.7853,23.188,25.7946,35.1142,207.8,NaN,0.1057,NaN
8406,86,3227,44,25.7487,23.2,25.7584,35.1143,208.3,NaN,0.1065,NaN
8407,86,3227,46,25.7185,23.209,25.7287,35.1144,208.9,NaN,0.1173,NaN
8408,86,3227,48,25.6676,23.225,25.6782,35.1152,209.4,NaN,0.1222,NaN
8409,86,3227,50,25.5834,23.252,25.5944,35.1154,210.2,NaN,0.1314,NaN
8410,86,3227,52,25.5114,23.273,25.5228,35.1141,210.8,NaN,0.141,NaN
8411,86,3227,54,25.4281,23.299,25.44,35.1152,211.3,NaN,0.1493,NaN
8412,86,3227,56,25.3703,23.318,25.3826,35.1171,211.9,NaN,0.1618,NaN
8413,86,3227,58,25.2897,23.34,25.3024,35.1125,212.7,NaN,0.1663,NaN
8414,86,3227,60,25.1957,23.365,25.2088,35.1079,213.2,NaN,0.1683,NaN
8415,86,3227,62,25.09,23.393,25.1035,35.1026,213.9,NaN,0.1726,NaN
8416,86,3227,64,24.9867,23.42,25.0005,35.0964,214.6,NaN,0.1773,NaN
8417,86,3227,66,24.8548,23.455,24.869,35.0897,215.5,NaN,0.1835,NaN
8418,86,3227,68,24.7233,23.489,24.7379,35.0828,216.3,NaN,0.1907,NaN
8419,86,3227,70,24.5651,23.531,24.5801,35.0753,217.4,NaN,0.1982,NaN
8420,86,3227,72,24.4424,23.566,24.4577,35.0719,218.1,NaN,0.2068,NaN
8421,86,3227,74,24.3173,23.599,24.333,35.0669,218.8,NaN,0.2187,NaN
8422,86,3227,76,24.1893,23.633,24.2054,35.061,219.2,NaN,0.2318,NaN
8423,86,3227,78,24.0572,23.668,24.0736,35.0558,219.9,NaN,0.2445,NaN
8424,86,3227,80,23.9701,23.692,23.9869,35.0524,220.2,NaN,0.2534,NaN
8425,86,3227,82,23.8857,23.714,23.9029,35.0493,220.8,NaN,0.2595,NaN
8426,86,3227,84,23.7805,23.744,23.7981,35.0472,221.2,NaN,0.2638,NaN
8427,86,3227,86,23.6855,23.771,23.7035,35.0459,220.7,NaN,0.2755,NaN
8428,86,3227,88,23.5955,23.797,23.6138,35.0459,220.5,NaN,0.2867,NaN
8429,86,3227,90,23.498,23.826,23.5167,35.0461,220.1,NaN,0.2966,NaN
8430,86,3227,92,23.406,23.853,23.425,35.0464,219.6,NaN,0.3076,NaN
8431,86,3227,94,23.314,23.88,23.3334,35.0474,219.3,NaN,0.3271,NaN
8432,86,3227,96,23.2512,23.899,23.271,35.048,219.1,NaN,0.3469,NaN
8433,86,3227,98,23.1865,23.919,23.2066,35.0493,218.7,NaN,0.3611,NaN
8434,86,3227,100,23.1218,23.939,23.1424,35.0511,218.2,NaN,0.3819,NaN
8435,86,3227,102,23.0471,23.962,23.068,35.0525,217.6,NaN,0.3956,NaN
8436,86,3227,104,22.9614,23.987,22.9826,35.0541,216.9,NaN,0.4122,NaN
8437,86,3227,106,22.8769,24.013,22.8985,35.056,216.4,NaN,0.4399,NaN
8438,86,3227,108,22.7811,24.043,22.803,35.0592,215.2,NaN,0.4792,NaN
8439,86,3227,110,22.6967,24.069,22.719,35.0609,213.8,NaN,0.5171,NaN
8440,86,3227,112,22.6275,24.09,22.6502,35.0628,212.7,NaN,0.5439,NaN
8441,86,3227,114,22.5461,24.114,22.5691,35.0648,212.3,NaN,0.5664,NaN
8442,86,3227,116,22.4609,24.14,22.4842,35.0662,211.3,NaN,0.5894,NaN
8443,86,3227,118,22.3649,24.169,22.3885,35.0686,209.9,NaN,0.612,NaN
8444,86,3227,120,22.304,24.187,22.328,35.0699,209.2,NaN,0.6322,NaN
8445,86,3227,122,22.227,24.21,22.2513,35.0716,208.5,NaN,0.6419,NaN
8446,86,3227,124,22.123,24.241,22.1477,35.0747,208.1,NaN,0.6528,NaN
8447,86,3227,126,22.0493,24.264,22.0743,35.077,206.5,NaN,0.6603,NaN
8448,86,3227,128,21.9656,24.288,21.9909,35.0782,205.1,NaN,0.658,NaN
8449,86,3227,130,21.8976,24.308,21.9232,35.0786,204.3,NaN,0.6461,NaN
8450,86,3227,132,21.8066,24.334,21.8326,35.0797,204.2,NaN,0.6394,NaN
8451,86,3227,134,21.7201,24.36,21.7464,35.0821,203.6,NaN,0.6254,NaN
