ID,crn,julian,press,theta,sigma,temp,sal,oxy,xmiss,fluor,nit
24246,245,8722,10,25.3385,23.353,25.3407,35.1499,208.2,NaN,0.0482,1.574
24247,245,8722,12,25.3304,23.356,25.333,35.1504,208,NaN,0.0487,1.467
24248,245,8722,14,25.3221,23.367,25.3252,35.1616,208.1,NaN,0.0493,1.369
24249,245,8722,16,25.3161,23.369,25.3196,35.1624,207.9,NaN,0.0514,1.416
24250,245,8722,18,25.3086,23.366,25.3125,35.1545,208.1,NaN,0.0518,1.534
24251,245,8722,20,25.304,23.369,25.3084,35.1573,207.9,NaN,0.0555,1.555
24252,245,8722,22,25.2895,23.379,25.2943,35.1639,208.1,NaN,0.0565,1.628
24253,245,8722,24,25.2823,23.388,25.2875,35.1733,208.2,NaN,0.0616,1.495
24254,245,8722,26,25.2756,23.398,25.2813,35.1841,208.4,NaN,0.07,1.33
24255,245,8722,28,25.2691,23.408,25.2752,35.1943,208.3,NaN,0.0718,1.476
24256,245,8722,30,25.2569,23.428,25.2634,35.2163,208.4,NaN,0.0757,1.531
24257,245,8722,32,25.2402,23.449,25.2472,35.2374,208.4,NaN,0.081,1.469
24258,245,8722,34,25.2191,23.472,25.2266,35.2595,208.9,NaN,0.0879,1.402
24259,245,8722,36,25.1949,23.494,25.2028,35.2784,209.6,NaN,0.0923,1.449
24260,245,8722,38,25.1578,23.524,25.1661,35.3031,210,NaN,0.0971,1.344
24261,245,8722,40,25.1286,23.547,25.1373,35.3219,210.3,NaN,0.1004,1.284
24262,245,8722,42,25.1091,23.556,25.1182,35.326,210.1,NaN,0.1027,1.403
24263,245,8722,44,25.0908,23.571,25.1003,35.3385,210.2,NaN,0.1033,1.172
24264,245,8722,46,25.0731,23.582,25.0832,35.3458,210.3,NaN,0.1065,1.162
24265,245,8722,48,25.0607,23.593,25.0711,35.355,210.6,NaN,0.107,1.344
24266,245,8722,50,25.0404,23.602,25.0512,35.3592,211.2,NaN,0.1149,1.357
24267,245,8722,52,25.0086,23.613,25.0199,35.3599,212,NaN,0.1139,1.372
24268,245,8722,54,24.9673,23.624,24.979,35.3589,212.1,NaN,0.1191,1.286
24269,245,8722,56,24.8982,23.642,24.9103,35.3542,213.1,NaN,0.1291,1.48
24270,245,8722,58,24.8192,23.664,24.8317,35.3515,214,NaN,0.1402,1.256
24271,245,8722,60,24.7481,23.682,24.761,35.3475,214.2,NaN,0.1478,1.127
24272,245,8722,62,24.6427,23.711,24.656,35.3432,214.8,NaN,0.1571,1.367
24273,245,8722,64,24.5389,23.74,24.5526,35.3405,214.8,NaN,0.1713,1.148
24274,245,8722,66,24.4647,23.762,24.4788,35.3397,214.7,NaN,0.1775,1.23
24275,245,8722,68,24.3763,23.787,24.3908,35.3386,215,NaN,0.1827,1.36
24276,245,8722,70,24.248,23.824,24.2629,35.3369,215.2,NaN,0.1895,1.227
24277,245,8722,72,24.079,23.873,24.0943,35.3347,216.3,NaN,0.2073,1.173
24278,245,8722,74,23.9694,23.906,23.985,35.3352,217.1,NaN,0.2126,1.339
24279,245,8722,76,23.8638,23.936,23.8797,35.3339,217.6,NaN,0.2188,1.189
24280,245,8722,78,23.7485,23.969,23.7648,35.3321,218.7,NaN,0.2327,1.337
24281,245,8722,80,23.6481,23.997,23.6648,35.3308,219.2,NaN,0.2363,1.233
24282,245,8722,82,23.5665,24.021,23.5836,35.3303,219.3,NaN,0.2535,1.052
24283,245,8722,84,23.4694,24.049,23.4869,35.3299,219.3,NaN,0.2532,1.134
24284,245,8722,86,23.3692,24.078,23.387,35.3293,219.8,NaN,0.2646,1.067
24285,245,8722,88,23.2768,24.105,23.2949,35.3296,220.1,NaN,0.272,1.06
24286,245,8722,90,23.205,24.126,23.2235,35.3299,219.6,NaN,0.283,1.143
24287,245,8722,92,23.1111,24.155,23.13,35.3316,219.8,NaN,0.2981,1.024
24288,245,8722,94,23.0303,24.18,23.0496,35.3345,219.7,NaN,0.3,1.001
24289,245,8722,96,22.9626,24.201,22.9822,35.3367,219.2,NaN,0.3151,1.089
24290,245,8722,98,22.8833,24.228,22.9032,35.3412,219.5,NaN,0.3297,0.939
24291,245,8722,100,22.8015,24.252,22.8219,35.3428,219.1,NaN,0.349,1.084
24292,245,8722,102,22.74,24.272,22.7606,35.3454,218.8,NaN,0.3666,1.154
24293,245,8722,104,22.684,24.29,22.705,35.3473,218.7,NaN,0.3868,0.991
24294,245,8722,106,22.6292,24.307,22.6507,35.3494,218.7,NaN,0.4049,1.005
24295,245,8722,108,22.5839,24.32,22.6058,35.3505,218.1,NaN,0.4346,0.917
24296,245,8722,110,22.5325,24.336,22.5547,35.3512,218.4,NaN,0.4477,1.001
24297,245,8722,112,22.489,24.348,22.5116,35.3507,217.9,NaN,0.4824,0.89
24298,245,8722,114,22.4422,24.362,22.4651,35.3515,217.8,NaN,0.5015,0.973
24299,245,8722,116,22.3989,24.374,22.4222,35.3517,217.7,NaN,0.4968,0.968
24300,245,8722,118,22.3502,24.388,22.3738,35.3516,217,NaN,0.5153,0.951
24301,245,8722,120,22.306,24.4,22.33,35.3516,216.4,NaN,0.5102,0.987
24302,245,8722,122,22.2556,24.414,22.28,35.3513,216,NaN,0.4921,0.89
24303,245,8722,124,22.2192,24.424,22.2439,35.3508,215.4,NaN,0.5124,0.957
24304,245,8722,126,22.1782,24.435,22.2033,35.3502,214.9,NaN,0.5129,0.968
24305,245,8722,128,22.1375,24.447,22.163,35.3508,214.6,NaN,0.5387,0.977
24306,245,8722,130,22.1075,24.456,22.1334,35.351,214,NaN,0.5254,0.921
24307,245,8722,132,22.0761,24.464,22.1023,35.3502,213.6,NaN,0.5565,1.145
24308,245,8722,134,22.0423,24.473,22.0689,35.3494,213,NaN,0.5335,0.983
24309,245,8722,136,22.002,24.483,22.0289,35.3476,212.5,NaN,0.5259,1.002
24310,245,8722,138,21.957,24.494,21.9844,35.3452,212,NaN,0.5176,1.004
24311,245,8722,140,21.9238,24.501,21.9515,35.3429,210.8,NaN,0.5124,1.038
24312,245,8722,142,21.8861,24.511,21.9142,35.3414,209.8,NaN,0.4984,1.014
24313,245,8722,144,21.8455,24.521,21.874,35.3396,209.3,NaN,0.4699,1.01
24314,245,8722,146,21.807,24.53,21.8357,35.3372,208.6,NaN,0.444,1.095
24315,245,8722,148,21.7598,24.54,21.7889,35.3335,208,NaN,0.417,1.333
24316,245,8722,150,21.7135,24.55,21.743,35.3301,207.5,NaN,0.3739,1.343
24317,245,8722,152,21.6738,24.559,21.7036,35.3274,206.7,NaN,0.3578,1.01
24318,245,8722,154,21.6327,24.568,21.6629,35.324,206.1,NaN,0.3277,1.06
24319,245,8722,156,21.5806,24.578,21.6111,35.3178,205.8,NaN,0.3158,1.108
24320,245,8722,158,21.5191,24.59,21.5499,35.3116,205.1,NaN,0.2762,0.897
24321,245,8722,160,21.4363,24.606,21.4674,35.3022,204.4,NaN,0.2548,1.131
24322,245,8722,162,21.3587,24.62,21.3902,35.2935,203.2,NaN,0.2145,1.284
24323,245,8722,164,21.2935,24.632,21.3253,35.2852,202.1,NaN,0.1966,1.295
24324,245,8722,166,21.2324,24.643,21.2645,35.2776,202.1,NaN,0.1682,1.603
24325,245,8722,168,21.1744,24.655,21.2068,35.272,202,NaN,0.157,1.564
24326,245,8722,170,21.1062,24.667,21.1389,35.263,201.8,NaN,0.1389,1.194
24327,245,8722,172,21.0376,24.679,21.0707,35.255,201.8,NaN,0.1259,1.37
24328,245,8722,174,20.9423,24.697,20.9756,35.2438,202.2,NaN,0.1113,1.734
24329,245,8722,176,20.8506,24.713,20.8842,35.2328,202.1,NaN,0.0983,1.374
24330,245,8722,178,20.7763,24.727,20.8102,35.2242,201.8,NaN,0.088,1.294
24331,245,8722,180,20.7005,24.741,20.7347,35.2161,201.7,NaN,0.0747,1.609
24332,245,8722,182,20.6262,24.756,20.6607,35.2094,201.9,NaN,0.067,1.396
24333,245,8722,184,20.5215,24.773,20.5563,35.1951,201.8,NaN,0.057,1.564
24334,245,8722,186,20.4296,24.786,20.4646,35.1802,201.2,NaN,0.0465,1.476
24335,245,8722,188,20.336,24.8,20.3713,35.1649,200.3,NaN,0.0407,1.791
24336,245,8722,190,20.2363,24.815,20.2718,35.1501,198.9,NaN,0.0372,1.449
24337,245,8722,192,20.1319,24.831,20.1677,35.1352,197.6,NaN,0.0318,1.675
24338,245,8722,194,20.0535,24.846,20.0895,35.1271,196.6,NaN,0.0294,2.154
24339,245,8722,196,19.9493,24.864,19.9856,35.1155,196.2,NaN,0.0242,1.931
24340,245,8722,198,19.8303,24.884,19.8668,35.1007,196.3,NaN,0.0188,1.811
24341,245,8722,200,19.7355,24.9,19.7722,35.0881,196.8,NaN,0.0146,1.765
24342,246,8750,0,25.5098,23.211,25.5098,35.0311,205.2,NaN,NaN,NaN
24343,246,8750,2,25.5433,23.197,25.5437,35.0261,206.7,NaN,0.0754,NaN
24344,246,8750,4,25.5455,23.196,25.5464,35.0267,206.9,NaN,0.0764,NaN
24345,246,8750,6,25.543,23.197,25.5443,35.0265,206.7,NaN,0.0718,NaN
24346,246,8750,8,25.5416,23.197,25.5434,35.0264,206.7,NaN,0.0735,NaN
24347,246,8750,10,25.5423,23.197,25.5445,35.0263,206.8,NaN,0.0732,NaN
24348,246,8750,12,25.5353,23.199,25.538,35.0265,206.8,NaN,0.0759,NaN
24349,246,8750,14,25.5274,23.201,25.5305,35.0261,206.8,NaN,0.0737,NaN
24350,246,8750,16,25.5227,23.203,25.5262,35.0259,206.9,NaN,0.0784,NaN
24351,246,8750,18,25.5172,23.204,25.5212,35.0256,206.7,NaN,0.0764,NaN
24352,246,8750,20,25.5109,23.206,25.5153,35.025,207,NaN,0.0761,NaN
24353,246,8750,22,25.5046,23.207,25.5095,35.0249,207,NaN,0.077,NaN
24354,246,8750,24,25.5033,23.208,25.5086,35.0247,206.9,NaN,0.0794,NaN
24355,246,8750,26,25.5002,23.209,25.5059,35.0249,206.8,NaN,0.0832,NaN
24356,246,8750,28,25.4996,23.209,25.5057,35.0251,206.7,NaN,0.08,NaN
24357,246,8750,30,25.4952,23.21,25.5018,35.025,206.9,NaN,0.0807,NaN
24358,246,8750,32,25.4915,23.212,25.4985,35.0251,206.9,NaN,0.081,NaN
24359,246,8750,34,25.4878,23.213,25.4953,35.0251,206.6,NaN,0.0821,NaN
24360,246,8750,36,25.485,23.214,25.4929,35.0252,206.7,NaN,0.0828,NaN
24361,246,8750,38,25.482,23.215,25.4904,35.0254,206.7,NaN,0.0857,NaN
24362,246,8750,40,25.48,23.216,25.4888,35.026,206.8,NaN,0.0858,NaN
24363,246,8750,42,25.4788,23.218,25.488,35.028,207,NaN,0.089,NaN
24364,246,8750,44,25.4808,23.225,25.4904,35.038,207.4,NaN,0.0894,NaN
24365,246,8750,46,25.4816,23.233,25.4917,35.0499,207.6,NaN,0.0947,NaN
24366,246,8750,48,25.4813,23.239,25.4918,35.0573,207.7,NaN,0.0952,NaN
24367,246,8750,50,25.4795,23.242,25.4905,35.0604,207.7,NaN,0.0964,NaN
24368,246,8750,52,25.4772,23.249,25.4886,35.0682,207.6,NaN,0.0998,NaN
24369,246,8750,54,25.475,23.256,25.4869,35.0773,207.7,NaN,0.1054,NaN
24370,246,8750,56,25.4757,23.272,25.488,35.0988,208,NaN,0.1083,NaN
24371,246,8750,58,25.4768,23.298,25.4895,35.1328,208,NaN,0.1162,NaN
24372,246,8750,60,25.4601,23.323,25.4732,35.1603,208.6,NaN,0.1207,NaN
24373,246,8750,62,25.4273,23.351,25.4409,35.1837,209.2,NaN,0.1256,NaN
24374,246,8750,64,25.351,23.39,25.365,35.2039,209.9,NaN,0.1357,NaN
24375,246,8750,66,25.2737,23.423,25.2881,35.216,210.2,NaN,0.1389,NaN
24376,246,8750,68,25.2105,23.448,25.2253,35.2241,210.8,NaN,0.1472,NaN
24377,246,8750,70,25.1355,23.479,25.1507,35.2338,211.2,NaN,0.1537,NaN
24378,246,8750,72,25.0291,23.527,25.0447,35.2554,211.8,NaN,0.1569,NaN
24379,246,8750,74,24.9254,23.566,24.9415,35.2649,213.1,NaN,0.164,NaN
24380,246,8750,76,24.8046,23.605,24.821,35.2684,213.7,NaN,0.1702,NaN
24381,246,8750,78,24.6129,23.659,24.6297,35.2624,214.3,NaN,0.1721,NaN
24382,246,8750,80,24.3638,23.734,24.3809,35.2634,215.9,NaN,0.1857,NaN
24383,246,8750,82,24.1531,23.795,24.1704,35.2602,217.4,NaN,0.1874,NaN
24384,246,8750,84,23.9777,23.843,23.9954,35.2547,218.3,NaN,0.2061,NaN
24385,246,8750,86,23.7762,23.898,23.7942,35.2491,219.3,NaN,0.2131,NaN
24386,246,8750,88,23.495,23.969,23.5133,35.2338,220.2,NaN,0.2198,NaN
24387,246,8750,90,23.2991,24.014,23.3177,35.2182,220.7,NaN,0.2312,NaN
24388,246,8750,92,23.0734,24.068,23.0922,35.2029,220.1,NaN,0.25,NaN
24389,246,8750,94,22.8715,24.116,22.8906,35.1897,219.4,NaN,0.2718,NaN
24390,246,8750,96,22.7252,24.159,22.7447,35.1905,219,NaN,0.2967,NaN
24391,246,8750,98,22.6189,24.192,22.6386,35.1951,218.2,NaN,0.3147,NaN
24392,246,8750,100,22.5358,24.22,22.5559,35.2006,217.8,NaN,0.3469,NaN
24393,246,8750,102,22.4718,24.243,22.4924,35.2065,217,NaN,0.3565,NaN
24394,246,8750,104,22.3881,24.269,22.409,35.2091,216.9,NaN,0.3787,NaN
24395,246,8750,106,22.2856,24.298,22.3068,35.2096,216.6,NaN,0.4156,NaN
24396,246,8750,108,22.2243,24.317,22.2458,35.2116,215.8,NaN,0.4203,NaN
24397,246,8750,110,22.1656,24.34,22.1875,35.2204,215.4,NaN,0.4442,NaN
24398,246,8750,112,22.1211,24.362,22.1433,35.2322,215.5,NaN,0.4634,NaN
24399,246,8750,114,22.0707,24.383,22.0933,35.242,216.4,NaN,0.4961,NaN
24400,246,8750,116,22.0344,24.404,22.0574,35.2554,217.2,NaN,0.4981,NaN
24401,246,8750,118,21.9985,24.421,22.0219,35.2643,217.5,NaN,0.5152,NaN
24402,246,8750,120,21.9631,24.436,21.9869,35.2715,217.3,NaN,0.5092,NaN
24403,246,8750,122,21.9303,24.455,21.9544,35.2849,217.1,NaN,0.5081,NaN
24404,246,8750,124,21.9037,24.473,21.9282,35.2984,217.7,NaN,0.5053,NaN
24405,246,8750,126,21.8828,24.489,21.9077,35.3116,217.8,NaN,0.4732,NaN
24406,246,8750,128,21.8351,24.502,21.8603,35.3119,217.7,NaN,0.4452,NaN
24407,246,8750,130,21.7733,24.521,21.7989,35.3137,217.7,NaN,0.4472,NaN
24408,246,8750,132,21.7148,24.538,21.7407,35.314,216.8,NaN,0.4222,NaN
24409,246,8750,134,21.655,24.551,21.6812,35.3096,217,NaN,0.3912,NaN
24410,246,8750,136,21.6024,24.562,21.629,35.3047,215.8,NaN,0.3891,NaN
24411,246,8750,138,21.5605,24.572,21.5875,35.303,214.4,NaN,0.3699,NaN
24412,246,8750,140,21.5053,24.585,21.5326,35.2994,213.2,NaN,0.351,NaN
24413,246,8750,142,21.4484,24.597,21.4761,35.2946,212.4,NaN,0.3473,NaN
24414,246,8750,144,21.4166,24.607,21.4446,35.2966,211.7,NaN,0.3282,NaN
24415,246,8750,146,21.3709,24.619,21.3992,35.2963,211.4,NaN,0.3148,NaN
24416,246,8750,148,21.329,24.63,21.3577,35.2952,211,NaN,0.3019,NaN
24417,246,8750,150,21.2779,24.64,21.307,35.2895,210.9,NaN,0.2962,4.179
24418,246,8750,152,21.2296,24.648,21.259,35.2837,210.6,NaN,0.2773,3.486
24419,246,8750,154,21.1695,24.66,21.1992,35.2765,209.9,NaN,0.2655,3.207
24420,246,8750,156,21.1345,24.668,21.1645,35.2748,209.6,NaN,0.2608,3.203
24421,246,8750,158,21.1082,24.678,21.1387,35.2782,208.8,NaN,0.2497,3.35
24422,246,8750,160,21.0538,24.689,21.0846,35.2741,208.4,NaN,0.2377,3.295
24423,246,8750,162,20.992,24.7,21.023,35.2655,207.8,NaN,0.2238,3.185
24424,246,8750,164,20.9441,24.709,20.9755,35.2608,207.4,NaN,0.2208,4.051
24425,246,8750,166,20.9058,24.719,20.9376,35.26,207.2,NaN,0.2088,3.908
24426,246,8750,168,20.8467,24.731,20.8787,35.2552,207,NaN,0.1923,3.956
24427,246,8750,170,20.8063,24.741,20.8387,35.2542,206.1,NaN,0.183,3.596
24428,246,8750,172,20.7467,24.753,20.7795,35.249,205.7,NaN,0.178,3.59
24429,246,8750,174,20.6734,24.767,20.7065,35.2411,204.8,NaN,0.1663,3.728
24430,246,8750,176,20.6174,24.778,20.6507,35.2358,204.4,NaN,0.1545,3.966
24431,246,8750,178,20.5782,24.787,20.6119,35.2334,204.1,NaN,0.1448,3.413
24432,246,8750,180,20.5241,24.799,20.5581,35.2296,203.8,NaN,0.1385,3.429
24433,246,8750,182,20.4701,24.809,20.5044,35.2244,203.5,NaN,0.1304,3.583
24434,246,8750,184,20.4244,24.818,20.459,35.22,202.8,NaN,0.1208,3.511
24435,246,8750,186,20.3529,24.831,20.3878,35.2116,202.5,NaN,0.1127,3.799
24436,246,8750,188,20.2883,24.84,20.3236,35.2018,202.1,NaN,0.1078,3.492
24437,246,8750,190,20.2431,24.848,20.2786,35.1956,201.8,NaN,0.102,3.298
24438,246,8750,192,20.1912,24.858,20.2271,35.1914,201.6,NaN,0.0973,3.51
24439,246,8750,194,20.1382,24.868,20.1743,35.1856,201.7,NaN,0.0897,3.438
24440,246,8750,196,20.082,24.876,20.1184,35.1767,201.5,NaN,0.0857,3.627
24441,246,8750,198,20.0228,24.885,20.0595,35.1678,200.9,NaN,0.083,3.364
24442,246,8750,200,19.9373,24.897,19.9743,35.1542,200.8,NaN,0.0781,3.766
24443,247,8773,0,25.6078,23.219,25.6078,35.0821,NaN,NaN,NaN,NaN
24444,247,8773,2,25.6125,23.218,25.6129,35.0828,207,NaN,0.0475,NaN
24445,247,8773,4,25.6129,23.216,25.6138,35.0808,206.9,NaN,0.0483,NaN
24446,247,8773,6,25.6115,23.217,25.6128,35.0812,206.6,NaN,0.0528,NaN
24447,247,8773,8,25.6128,23.219,25.6146,35.0843,206.7,NaN,0.0467,NaN
24448,247,8773,10,25.6101,23.219,25.6123,35.0836,206.9,NaN,0.0508,NaN
24449,247,8773,12,25.6059,23.221,25.6086,35.0839,207.2,NaN,0.0477,NaN
24450,247,8773,14,25.6011,23.222,25.6042,35.0834,207.1,NaN,0.0477,NaN
24451,247,8773,16,25.5908,23.228,25.5944,35.0867,207.3,NaN,0.0486,NaN
24452,247,8773,18,25.5774,23.233,25.5814,35.0876,207.5,NaN,0.054,NaN
24453,247,8773,20,25.5714,23.235,25.5758,35.0879,207.8,NaN,0.0554,NaN
24454,247,8773,22,25.5673,23.236,25.5722,35.0881,207.5,NaN,0.058,NaN
24455,247,8773,24,25.5629,23.237,25.5682,35.0881,208,NaN,0.0604,NaN
24456,247,8773,26,25.5596,23.239,25.5653,35.0885,207.6,NaN,0.062,NaN
24457,247,8773,28,25.5519,23.241,25.5581,35.0892,207.6,NaN,0.0657,NaN
24458,247,8773,30,25.5429,23.245,25.5495,35.0909,207.7,NaN,0.0696,NaN
24459,247,8773,32,25.5362,23.248,25.5433,35.092,208.2,NaN,0.0724,NaN
24460,247,8773,34,25.5259,23.252,25.5334,35.0927,208.4,NaN,0.0835,NaN
24461,247,8773,36,25.5143,23.257,25.5223,35.094,208,NaN,0.0808,NaN
24462,247,8773,38,25.5032,23.262,25.5115,35.0962,208.5,NaN,0.0859,NaN
24463,247,8773,40,25.4899,23.269,25.4987,35.1007,209.2,NaN,0.0947,NaN
24464,247,8773,42,25.4764,23.279,25.4856,35.1074,209.8,NaN,0.0961,NaN
24465,247,8773,44,25.461,23.29,25.4706,35.1161,210.4,NaN,0.1026,NaN
24466,247,8773,46,25.4501,23.298,25.4602,35.1228,211.2,NaN,0.1054,NaN
24467,247,8773,48,25.4386,23.305,25.4491,35.1265,210.9,NaN,0.1147,NaN
24468,247,8773,50,25.4194,23.314,25.4304,35.1318,210.9,NaN,0.1157,NaN
24469,247,8773,52,25.3867,23.329,25.3982,35.1384,210.8,NaN,0.1252,NaN
24470,247,8773,54,25.3531,23.342,25.3649,35.1414,211.5,NaN,0.1305,NaN
24471,247,8773,56,25.3195,23.358,25.3318,35.1496,212.2,NaN,0.1375,NaN
24472,247,8773,58,25.2688,23.384,25.2815,35.163,212.5,NaN,0.1431,NaN
24473,247,8773,60,25.211,23.413,25.2241,35.1783,212.7,NaN,0.1558,NaN
24474,247,8773,62,25.1355,23.45,25.149,35.1959,213.3,NaN,0.1604,NaN
24475,247,8773,64,25.0599,23.485,25.0738,35.2126,213.3,NaN,0.1675,NaN
24476,247,8773,66,24.9794,23.523,24.9937,35.2293,213.7,NaN,0.1795,NaN
24477,247,8773,68,24.8814,23.565,24.8961,35.2462,214.3,NaN,0.1866,NaN
24478,247,8773,70,24.7183,23.624,24.7334,35.2584,216.9,NaN,0.1978,NaN
24479,247,8773,72,24.53,23.688,24.5455,35.2684,220.4,NaN,0.2,NaN
24480,247,8773,74,24.341,23.749,24.3567,35.2743,221.8,NaN,0.219,NaN
24481,247,8773,76,24.1507,23.801,24.1667,35.2671,222.4,NaN,0.2246,NaN
24482,247,8773,78,24.0142,23.84,24.0306,35.265,222.4,NaN,0.2267,NaN
24483,247,8773,80,23.8755,23.887,23.8923,35.274,223.5,NaN,0.235,NaN
24484,247,8773,82,23.6969,23.941,23.7141,35.2746,224.2,NaN,0.2425,NaN
24485,247,8773,84,23.5075,23.997,23.5249,35.2763,224.8,NaN,0.2497,NaN
24486,247,8773,86,23.3502,24.044,23.368,35.2777,225.6,NaN,0.2523,NaN
24487,247,8773,88,23.1874,24.091,23.2055,35.2766,225.8,NaN,0.2599,NaN
24488,247,8773,90,23.0442,24.131,23.0626,35.2744,224.9,NaN,0.2764,NaN
24489,247,8773,92,22.8937,24.171,22.9124,35.2711,224.3,NaN,0.2854,NaN
24490,247,8773,94,22.769,24.205,22.7881,35.2679,223.9,NaN,0.2993,NaN
24491,247,8773,96,22.6734,24.236,22.6928,35.2725,222.9,NaN,0.3121,NaN
24492,247,8773,98,22.5874,24.266,22.6072,35.28,222.6,NaN,0.3413,NaN
24493,247,8773,100,22.5222,24.287,22.5423,35.2831,221.8,NaN,0.3444,NaN
24494,247,8773,102,22.4423,24.312,22.4628,35.2861,220.7,NaN,0.3582,NaN
24495,247,8773,104,22.3876,24.329,22.4084,35.288,219.8,NaN,0.3661,NaN
24496,247,8773,106,22.3263,24.351,22.3475,35.2941,219.9,NaN,0.3747,NaN
24497,247,8773,108,22.2626,24.372,22.2842,35.2977,219.3,NaN,0.3913,NaN
24498,247,8773,110,22.1979,24.391,22.2198,35.2995,218.3,NaN,0.4175,NaN
24499,247,8773,112,22.1304,24.412,22.1527,35.3012,217.7,NaN,0.4299,NaN
24500,247,8773,114,22.0836,24.426,22.1062,35.3027,217.1,NaN,0.4496,NaN
24501,247,8773,116,22.0297,24.444,22.0528,35.3061,216.7,NaN,0.4693,NaN
24502,247,8773,118,21.9768,24.459,22.0002,35.3065,216.4,NaN,0.4555,NaN
24503,247,8773,120,21.9183,24.476,21.942,35.3081,215.8,NaN,0.4706,NaN
24504,247,8773,122,21.8654,24.492,21.8894,35.3095,215.4,NaN,0.4515,NaN
24505,247,8773,124,21.8188,24.506,21.8432,35.3103,215.5,NaN,0.4544,NaN
24506,247,8773,126,21.779,24.519,21.8038,35.313,215.7,NaN,0.4482,NaN
24507,247,8773,128,21.7391,24.532,21.7642,35.3159,215.8,NaN,0.4526,NaN
24508,247,8773,130,21.7018,24.545,21.7273,35.3188,216,NaN,0.4218,NaN
24509,247,8773,132,21.6635,24.557,21.6894,35.3208,216.1,NaN,0.4105,NaN
24510,247,8773,134,21.6192,24.571,21.6455,35.3225,215.7,NaN,0.4001,NaN
24511,247,8773,136,21.5835,24.581,21.6101,35.3227,214.4,NaN,0.3835,NaN
24512,247,8773,138,21.5357,24.596,21.5626,35.3254,212.6,NaN,0.3656,NaN
24513,247,8773,140,21.5028,24.605,21.5301,35.3257,211.7,NaN,0.3415,NaN
24514,247,8773,142,21.4709,24.614,21.4986,35.3254,211.4,NaN,0.3352,NaN
24515,247,8773,144,21.4321,24.623,21.4601,35.3234,211.1,NaN,0.3039,NaN
24516,247,8773,146,21.3952,24.632,21.4236,35.322,211,NaN,0.3031,NaN
24517,247,8773,148,21.3567,24.641,21.3854,35.3201,210.1,NaN,0.2777,NaN
24518,247,8773,150,21.3157,24.65,21.3448,35.3167,210.2,NaN,0.2659,NaN
24519,247,8773,152,21.2801,24.659,21.3095,35.3154,210.2,NaN,0.2463,NaN
24520,247,8773,154,21.2438,24.668,21.2736,35.3139,209.7,NaN,0.2364,NaN
24521,247,8773,156,21.1974,24.678,21.2276,35.3112,208.4,NaN,0.2229,NaN
24522,247,8773,158,21.1521,24.687,21.1825,35.3067,207.1,NaN,0.2048,NaN
24523,247,8773,160,21.097,24.698,21.1278,35.3009,205.8,NaN,0.1981,NaN
24524,247,8773,162,21.0351,24.709,21.0662,35.2937,204.3,NaN,0.1866,NaN
24525,247,8773,164,20.9829,24.719,21.0143,35.2874,203.2,NaN,0.1631,NaN
24526,247,8773,166,20.9465,24.726,20.9783,35.2838,202.8,NaN,0.1574,NaN
24527,247,8773,168,20.9105,24.733,20.9426,35.2796,202.9,NaN,0.1524,NaN
24528,247,8773,170,20.8651,24.741,20.8976,35.2746,203.9,NaN,0.1356,NaN
24529,247,8773,172,20.8157,24.751,20.8485,35.2701,204.1,NaN,0.1245,2.54
24530,247,8773,174,20.7674,24.759,20.8005,35.2637,203.5,NaN,0.1203,2.256
24531,247,8773,176,20.7087,24.769,20.7421,35.2554,202.6,NaN,0.1129,2.505
24532,247,8773,178,20.6476,24.779,20.6813,35.2468,202.1,NaN,0.099,2.4
24533,247,8773,180,20.5868,24.787,20.6208,35.2369,201.4,NaN,0.094,2.44
24534,247,8773,182,20.5245,24.797,20.5589,35.2271,200.9,NaN,0.0871,2.355
24535,247,8773,184,20.4566,24.808,20.4912,35.2174,200.8,NaN,0.08,2.337
24536,247,8773,186,20.371,24.82,20.4059,35.2044,200.5,NaN,0.071,2.487
24537,247,8773,188,20.3069,24.829,20.3422,35.1939,199.8,NaN,0.0656,2.54
24538,247,8773,190,20.2326,24.84,20.2681,35.1819,199.1,NaN,0.0581,2.47
24539,247,8773,192,20.1512,24.852,20.1869,35.1686,199,NaN,0.0534,2.763
24540,247,8773,194,20.0456,24.866,20.0816,35.1507,199.1,NaN,0.0476,2.274
24541,247,8773,196,19.9637,24.876,20,35.1361,199.2,NaN,0.0444,2.8
24542,247,8773,198,19.8974,24.884,19.9339,35.1238,198.6,NaN,0.0401,2.789
24543,247,8773,200,19.8099,24.896,19.8467,35.1083,198.3,NaN,0.0389,2.801
24544,248,8830,0,24.7955,23.654,24.7955,35.3297,207.8,NaN,NaN,1.469
24545,248,8830,2,24.8495,23.652,24.8499,35.3481,207.8,NaN,0.1808,1.174
24546,248,8830,4,24.8459,23.65,24.8468,35.3444,207.8,NaN,0.1664,1.371
24547,248,8830,6,24.8448,23.658,24.8461,35.3542,207.6,NaN,0.1672,1.199
24548,248,8830,8,24.8462,23.658,24.8479,35.3554,207.1,NaN,0.1648,1.135
24549,248,8830,10,24.8398,23.656,24.842,35.3501,207.7,NaN,0.1707,1.311
24550,248,8830,12,24.8382,23.66,24.8408,35.354,207.7,NaN,0.1663,1.199
24551,248,8830,14,24.8342,23.659,24.8372,35.3516,207.8,NaN,0.1688,1.076
24552,248,8830,16,24.8307,23.66,24.8342,35.3517,207.5,NaN,0.1745,0.839
